t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,,
0.04471,0.00072363,4.94105,863.065,914.925,,,,,,,
0.04472,0.00072404,4.936575,862.7725,913.92,,,,,,,
0.04473,0.00072445,4.932075,862.475,912.93,,,,,,,
0.04474,0.00072486,4.92755,862.18,911.925,,,,,,,
0.04475,0.00072528,4.9231,861.885,910.935,,,,,,,
0.04476,0.00072569,4.91865,861.5925,909.93,,,,,,,
0.04477,0.0007261,4.9142,861.305,908.94,,,,,,,
0.04478,0.00072651,4.9098,861.0225,907.95,,,,,,,
0.04479,0.00072692,4.905475,860.745,906.96,,,,,,,
0.0448,0.00072733,4.901175,860.48,905.97,,,,,,,
0.04481,0.00072774,4.896975,860.22,904.98,,,,,,,
0.04482,0.00072815,4.8928,859.975,903.99,,,,,,,
0.04483,0.00072856,4.8887,859.74,903,,,,,,,
0.04484,0.00072897,4.884675,859.5125,902.025,,,,,,,
0.04485,0.00072938,4.8807,859.3,901.035,,,,,,,
0.04486,0.00072979,4.87685,859.1025,900.06,,,,,,,
0.04487,0.0007302,4.873075,858.915,899.07,,,,,,,
0.04488,0.00073061,4.86935,858.7425,898.095,,,,,,,
0.04489,0.00073101,4.8657,858.5825,897.12,,,,,,,
0.0449,0.00073142,4.8621,858.4275,896.145,,,,,,,
0.04491,0.00073183,4.8586,858.2875,895.17,,,,,,,
0.04492,0.00073224,4.855125,858.15,894.195,,,,,,,
0.04493,0.00073264,4.8517,858.0275,893.22,,,,,,,
0.04494,0.00073305,4.848325,857.9075,892.26,,,,,,,
0.04495,0.00073346,4.844975,857.7925,891.285,,,,,,,
0.04496,0.00073387,4.841675,857.6825,890.325,,,,,,,
0.04497,0.00073427,4.83835,857.575,889.35,,,,,,,
0.04498,0.00073468,4.8351,857.465,888.39,,,,,,,
0.04499,0.00073508,4.8318,857.3525,887.43,,,,,,,
0.045,0.00073549,4.82845,857.24,886.47,,,,,,,
0.04501,0.00073589,4.825125,857.1225,885.51,,,,,,,
0.04502,0.0007363,4.82175,856.995,884.55,,,,,,,
0.04503,0.0007367,4.81835,856.86,883.59,,,,,,,
0.04504,0.00073711,4.814875,856.715,882.63,,,,,,,
0.04505,0.00073751,4.8114,856.56,881.685,,,,,,,
0.04506,0.00073792,4.807825,856.395,880.725,,,,,,,
0.04507,0.00073832,4.804175,856.2175,879.78,,,,,,,
0.04508,0.00073872,4.800475,856.0275,878.835,,,,,,,
0.04509,0.00073913,4.796725,855.82,877.875,,,,,,,
0.0451,0.00073953,4.7929,855.6,876.93,,,,,,,
0.04511,0.00073993,4.788975,855.37,875.985,,,,,,,
0.04512,0.00074034,4.785,855.1225,875.04,,,,,,,
0.04513,0.00074074,4.780975,854.865,874.095,,,,,,,
0.04514,0.00074114,4.776875,854.5975,873.165,,,,,,,
0.04515,0.00074154,4.772775,854.315,872.22,,,,,,,
0.04516,0.00074194,4.768525,854.025,871.275,,,,,,,
0.04517,0.00074234,4.7643,853.7275,870.345,,,,,,,
0.04518,0.00074275,4.76005,853.4225,869.4,,,,,,,
0.04519,0.00074315,4.75575,853.115,868.47,,,,,,,
0.0452,0.00074355,4.751475,852.8025,867.54,,,,,,,
0.04521,0.00074395,4.747175,852.49,866.61,,,,,,,
0.04522,0.00074435,4.742875,852.1775,865.68,,,,,,,
0.04523,0.00074475,4.738625,851.865,864.75,,,,,,,
0.04524,0.00074515,4.7344,851.5575,863.82,,,,,,,
0.04525,0.00074554,4.7302,851.26,862.89,,,,,,,
0.04526,0.00074594,4.726075,850.965,861.96,,,,,,,
0.04527,0.00074634,4.722,850.6875,861.045,,,,,,,
0.04528,0.00074674,4.717975,850.4175,860.115,,,,,,,
0.04529,0.00074714,4.714075,850.1625,859.2,,,,,,,
0.0453,0.00074754,4.710225,849.9175,858.285,,,,,,,
0.04531,0.00074793,4.706425,849.6925,857.355,,,,,,,
0.04532,0.00074833,4.702775,849.485,856.44,,,,,,,
0.04533,0.00074873,4.699225,849.2925,855.525,,,,,,,
0.04534,0.00074912,4.69575,849.115,854.61,,,,,,,
0.04535,0.00074952,4.6924,848.955,853.695,,,,,,,
0.04536,0.00074992,4.689125,848.815,852.78,,,,,,,
0.04537,0.00075031,4.68595,848.69,851.88,,,,,,,
0.04538,0.00075071,4.682875,848.5775,850.965,,,,,,,
0.04539,0.0007511,4.6799,848.4825,850.065,,,,,,,
0.0454,0.0007515,4.67695,848.4025,849.15,,,,,,,
0.04541,0.00075189,4.674075,848.33,848.25,,,,,,,
0.04542,0.00075229,4.671325,848.27,847.35,,,,,,,
0.04543,0.00075268,4.6686,848.22,846.435,,,,,,,
0.04544,0.00075308,4.665875,848.17,845.535,,,,,,,
0.04545,0.00075347,4.6632,848.13,844.635,,,,,,,
0.04546,0.00075386,4.660575,848.0925,843.735,,,,,,,
0.04547,0.00075426,4.657925,848.0525,842.85,,,,,,,
0.04548,0.00075465,4.655275,848.01,841.95,,,,,,,
0.04549,0.00075504,4.65255,847.9625,841.05,,,,,,,
0.0455,0.00075544,4.64985,847.905,840.165,,,,,,,
0.04551,0.00075583,4.647125,847.8425,839.265,,,,,,,
0.04552,0.00075622,4.644275,847.77,838.38,,,,,,,
0.04553,0.00075661,4.641375,847.6825,837.495,,,,,,,
0.04554,0.000757,4.638475,847.5825,836.61,,,,,,,
0.04555,0.00075739,4.6354,847.4625,835.71,,,,,,,
0.04556,0.00075778,4.632325,847.3275,834.825,,,,,,,
0.04557,0.00075817,4.629075,847.175,833.955,,,,,,,
0.04558,0.00075856,4.6258,847.005,833.07,,,,,,,
0.04559,0.00075895,4.6224,846.8175,832.185,,,,,,,
0.0456,0.00075934,4.6189,846.61,831.3,,,,,,,
0.04561,0.00075973,4.615325,846.3875,830.43,,,,,,,
0.04562,0.00076012,4.61165,846.145,829.545,,,,,,,
0.04563,0.00076051,4.6079,845.885,828.675,,,,,,,
0.04564,0.0007609,4.60405,845.6125,827.805,,,,,,,
0.04565,0.00076129,4.600175,845.33,826.92,,,,,,,
0.04566,0.00076168,4.596225,845.0325,826.05,,,,,,,
0.04567,0.00076206,4.5922,844.725,825.18,,,,,,,
0.04568,0.00076245,4.5882,844.4125,824.31,,,,,,,
0.04569,0.00076284,4.584125,844.0925,823.44,,,,,,,
0.0457,0.00076322,4.58005,843.7725,822.585,,,,,,,
0.04571,0.00076361,4.576,843.45,821.715,,,,,,,
0.04572,0.000764,4.572,843.13,820.845,,,,,,,
0.04573,0.00076438,4.567975,842.815,819.99,,,,,,,
0.04574,0.00076477,4.564,842.505,819.12,,,,,,,
0.04575,0.00076515,4.5601,842.205,818.265,,,,,,,
0.04576,0.00076554,4.556225,841.92,817.41,,,,,,,
0.04577,0.00076592,4.552475,841.64,816.54,,,,,,,
0.04578,0.00076631,4.548775,841.3825,815.685,,,,,,,
0.04579,0.00076669,4.545175,841.1325,814.83,,,,,,,
0.0458,0.00076708,4.54165,840.905,813.975,,,,,,,
0.04581,0.00076746,4.53825,840.6925,813.12,,,,,,,
0.04582,0.00076784,4.53495,840.5,812.28,,,,,,,
0.04583,0.00076823,4.5317,840.32,811.425,,,,,,,
0.04584,0.00076861,4.528575,840.1625,810.57,,,,,,,
0.04585,0.00076899,4.52555,840.02,809.73,,,,,,,
0.04586,0.00076937,4.52265,839.895,808.875,,,,,,,
0.04587,0.00076976,4.519825,839.7875,808.035,,,,,,,
0.04588,0.00077014,4.517075,839.69,807.195,,,,,,,
0.04589,0.00077052,4.514375,839.6075,806.34,,,,,,,
0.0459,0.0007709,4.511775,839.5325,805.5,,,,,,,
0.04591,0.00077128,4.5092,839.47,804.66,,,,,,,
0.04592,0.00077166,4.50665,839.4175,803.82,,,,,,,
0.04593,0.00077204,4.504175,839.365,802.98,,,,,,,
0.04594,0.00077242,4.501725,839.3175,802.155,,,,,,,
0.04595,0.0007728,4.499275,839.27,801.315,,,,,,,
0.04596,0.00077318,4.4968,839.2225,800.475,,,,,,,
0.04597,0.00077356,4.49435,839.1725,799.65,,,,,,,
0.04598,0.00077394,4.49185,839.115,798.81,,,,,,,
0.04599,0.00077431,4.48935,839.0575,797.985,,,,,,,
0.046,0.00077469,4.486775,838.99,797.16,,,,,,,
0.04601,0.00077507,4.4842,838.91,796.32,,,,,,,
0.04602,0.00077545,4.48155,838.825,795.495,,,,,,,
0.04603,0.00077582,4.478875,838.7275,794.67,,,,,,,
0.04604,0.0007762,4.476125,838.62,793.845,,,,,,,
0.04605,0.00077658,4.4733,838.5,793.035,,,,,,,
0.04606,0.00077695,4.47045,838.37,792.21,,,,,,,
0.04607,0.00077733,4.467525,838.225,791.385,,,,,,,
0.04608,0.00077771,4.464575,838.07,790.56,,,,,,,
0.04609,0.00077808,4.46155,837.9075,789.75,,,,,,,
0.0461,0.00077846,4.45845,837.735,788.94,,,,,,,
0.04611,0.00077883,4.45535,837.55,788.115,,,,,,,
0.04612,0.00077921,4.452225,837.36,787.305,,,,,,,
0.04613,0.00077958,4.449075,837.165,786.495,,,,,,,
0.04614,0.00077995,4.445875,836.965,785.685,,,,,,,
0.04615,0.00078033,4.442675,836.7575,784.875,,,,,,,
0.04616,0.0007807,4.43945,836.5525,784.065,,,,,,,
0.04617,0.00078107,4.436275,836.3475,783.255,,,,,,,
0.04618,0.00078145,4.433075,836.14,782.445,,,,,,,
0.04619,0.00078182,4.429875,835.94,781.635,,,,,,,
0.0462,0.00078219,4.42675,835.7425,780.84,,,,,,,
0.04621,0.00078256,4.423675,835.5525,780.03,,,,,,,
0.04622,0.00078293,4.42055,835.37,779.235,,,,,,,
0.04623,0.0007833,4.417575,835.1925,778.425,,,,,,,
0.04624,0.00078367,4.4146,835.0275,777.63,,,,,,,
0.04625,0.00078404,4.4117,834.8725,776.835,,,,,,,
0.04626,0.00078441,4.40885,834.73,776.025,,,,,,,
0.04627,0.00078478,4.4061,834.5975,775.23,,,,,,,
0.04628,0.00078515,4.403375,834.48,774.435,,,,,,,
0.04629,0.00078552,4.400775,834.3725,773.64,,,,,,,
0.0463,0.00078589,4.3982,834.28,772.86,,,,,,,
0.04631,0.00078626,4.3957,834.2,772.065,,,,,,,
0.04632,0.00078663,4.393275,834.13,771.27,,,,,,,
0.04633,0.000787,4.39095,834.075,770.49,,,,,,,
0.04634,0.00078737,4.388675,834.0325,769.695,,,,,,,
0.04635,0.00078773,4.38645,834,768.915,,,,,,,
0.04636,0.0007881,4.384275,833.975,768.12,,,,,,,
0.04637,0.00078847,4.382175,833.965,767.34,,,,,,,
0.04638,0.00078883,4.3801,833.96,766.56,,,,,,,
0.04639,0.0007892,4.378075,833.96,765.78,,,,,,,
0.0464,0.00078957,4.3761,833.9725,765,,,,,,,
0.04641,0.00078993,4.374125,833.9875,764.22,,,,,,,
0.04642,0.0007903,4.3722,834.005,763.44,,,,,,,
0.04643,0.00079066,4.370275,834.025,762.66,,,,,,,
0.04644,0.00079103,4.36835,834.045,761.88,,,,,,,
0.04645,0.00079139,4.36645,834.0625,761.115,,,,,,,
0.04646,0.00079176,4.36455,834.0825,760.335,,,,,,,
0.04647,0.00079212,4.362625,834.0975,759.555,,,,,,,
0.04648,0.00079248,4.360675,834.11,758.79,,,,,,,
0.04649,0.00079285,4.358725,834.115,758.025,,,,,,,
0.0465,0.00079321,4.3567,834.115,757.245,,,,,,,
0.04651,0.00079357,4.35465,834.105,756.48,,,,,,,
0.04652,0.00079393,4.352575,834.0875,755.715,,,,,,,
0.04653,0.0007943,4.350475,834.0625,754.95,,,,,,,
0.04654,0.00079466,4.348275,834.025,754.185,,,,,,,
0.04655,0.00079502,4.34605,833.97,753.42,,,,,,,
0.04656,0.00079538,4.343775,833.915,752.67,,,,,,,
0.04657,0.00079574,4.3414,833.8375,751.905,,,,,,,
0.04658,0.0007961,4.338975,833.7525,751.14,,,,,,,
0.04659,0.00079646,4.336525,833.65,750.39,,,,,,,
0.0466,0.00079682,4.33395,833.5375,749.625,,,,,,,
0.04661,0.00079718,4.331325,833.4075,748.875,,,,,,,
0.04662,0.00079754,4.32865,833.265,748.11,,,,,,,
0.04663,0.0007979,4.3259,833.1125,747.36,,,,,,,
0.04664,0.00079826,4.3231,832.945,746.61,,,,,,,
0.04665,0.00079862,4.32025,832.76,745.86,,,,,,,
0.04666,0.00079898,4.317275,832.57,745.11,,,,,,,
0.04667,0.00079933,4.3143,832.365,744.36,,,,,,,
0.04668,0.00079969,4.31125,832.15,743.61,,,,,,,
0.04669,0.00080005,4.308175,831.925,742.86,,,,,,,
0.0467,0.0008004,4.305025,831.695,742.11,,,,,,,
0.04671,0.00080076,4.301875,831.45,741.375,,,,,,,
0.04672,0.00080112,4.298675,831.2025,740.625,,,,,,,
0.04673,0.00080147,4.2955,830.9525,739.89,,,,,,,
0.04674,0.00080183,4.29225,830.6925,739.14,,,,,,,
0.04675,0.00080219,4.288975,830.4325,738.405,,,,,,,
0.04676,0.00080254,4.285725,830.17,737.655,,,,,,,
0.04677,0.0008029,4.282475,829.9075,736.92,,,,,,,
0.04678,0.00080325,4.279225,829.645,736.185,,,,,,,
0.04679,0.0008036,4.276,829.3875,735.45,,,,,,,
0.0468,0.00080396,4.272775,829.13,734.715,,,,,,,
0.04681,0.00080431,4.2696,828.88,733.98,,,,,,,
0.04682,0.00080467,4.26645,828.6325,733.245,,,,,,,
0.04683,0.00080502,4.26335,828.395,732.51,,,,,,,
0.04684,0.00080537,4.26025,828.1575,731.775,,,,,,,
0.04685,0.00080572,4.2572,827.9325,731.055,,,,,,,
0.04686,0.00080608,4.2542,827.7125,730.32,,,,,,,
0.04687,0.00080643,4.25125,827.505,729.585,,,,,,,
0.04688,0.00080678,4.248375,827.3,728.865,,,,,,,
0.04689,0.00080713,4.24555,827.1075,728.13,,,,,,,
0.0469,0.00080748,4.242725,826.9225,727.41,,,,,,,
0.04691,0.00080783,4.239975,826.745,726.69,,,,,,,
0.04692,0.00080819,4.237225,826.575,725.97,,,,,,,
0.04693,0.00080854,4.23455,826.41,725.235,,,,,,,
0.04694,0.00080889,4.231925,826.2525,724.515,,,,,,,
0.04695,0.00080924,4.2293,826.1025,723.795,,,,,,,
0.04696,0.00080958,4.226725,825.95,723.075,,,,,,,
0.04697,0.00080993,4.22415,825.805,722.37,,,,,,,
0.04698,0.00081028,4.2216,825.6625,721.65,,,,,,,
0.04699,0.00081063,4.219025,825.515,720.93,,,,,,,
0.047,0.00081098,4.216475,825.37,720.21,,,,,,,
0.04701,0.00081133,4.213875,825.22,719.505,,,,,,,
0.04702,0.00081168,4.2113,825.07,718.785,,,,,,,
0.04703,0.00081202,4.208675,824.91,718.08,,,,,,,
0.04704,0.00081237,4.2061,824.745,717.375,,,,,,,
0.04705,0.00081272,4.203425,824.575,716.655,,,,,,,
0.04706,0.00081306,4.200675,824.395,715.95,,,,,,,
0.04707,0.00081341,4.19795,824.205,715.245,,,,,,,
0.04708,0.00081376,4.19515,824.005,714.54,,,,,,,
0.04709,0.0008141,4.192275,823.7925,713.835,,,,,,,
0.0471,0.00081445,4.1894,823.575,713.13,,,,,,,
0.04711,0.00081479,4.18645,823.3425,712.425,,,,,,,
0.04712,0.00081514,4.183425,823.1,711.72,,,,,,,
0.04713,0.00081548,4.1804,822.845,711.015,,,,,,,
0.04714,0.00081583,4.177325,822.5825,710.325,,,,,,,
0.04715,0.00081617,4.174175,822.3125,709.62,,,,,,,
0.04716,0.00081651,4.171,822.0325,708.915,,,,,,,
0.04717,0.00081686,4.1678,821.7425,708.225,,,,,,,
0.04718,0.0008172,4.164575,821.4525,707.535,,,,,,,
0.04719,0.00081754,4.161325,821.155,706.83,,,,,,,
0.0472,0.00081789,4.15805,820.855,706.14,,,,,,,
0.04721,0.00081823,4.154825,820.5575,705.45,,,,,,,
0.04722,0.00081857,4.1516,820.26,704.745,,,,,,,
0.04723,0.00081891,4.1484,819.9675,704.055,,,,,,,
0.04724,0.00081925,4.1452,819.68,703.365,,,,,,,
0.04725,0.0008196,4.14205,819.4,702.675,,,,,,,
0.04726,0.00081994,4.13895,819.13,702,,,,,,,
0.04727,0.00082028,4.135925,818.8675,701.31,,,,,,,
0.04728,0.00082062,4.133025,818.6225,700.62,,,,,,,
0.04729,0.00082096,4.1301,818.3925,699.93,,,,,,,
0.0473,0.0008213,4.127325,818.1775,699.255,,,,,,,
0.04731,0.00082164,4.124575,817.975,698.565,,,,,,,
0.04732,0.00082198,4.121975,817.795,697.89,,,,,,,
0.04733,0.00082232,4.119425,817.63,697.2,,,,,,,
0.04734,0.00082265,4.11705,817.4825,696.525,,,,,,,
0.04735,0.00082299,4.1147,817.355,695.835,,,,,,,
0.04736,0.00082333,4.11245,817.245,695.16,,,,,,,
0.04737,0.00082367,4.11025,817.1525,694.485,,,,,,,
0.04738,0.00082401,4.108175,817.075,693.81,,,,,,,
0.04739,0.00082434,4.106225,817.015,693.135,,,,,,,
0.0474,0.00082468,4.1043,816.9675,692.46,,,,,,,
0.04741,0.00082502,4.102425,816.9325,691.785,,,,,,,
0.04742,0.00082535,4.100625,816.91,691.11,,,,,,,
0.04743,0.00082569,4.0989,816.89,690.435,,,,,,,
0.04744,0.00082603,4.0972,816.885,689.775,,,,,,,
0.04745,0.00082636,4.0955,816.88,689.1,,,,,,,
0.04746,0.0008267,4.093825,816.8825,688.44,,,,,,,
0.04747,0.00082703,4.092175,816.8875,687.765,,,,,,,
0.04748,0.00082737,4.090525,816.89,687.105,,,,,,,
0.04749,0.0008277,4.0889,816.8875,686.43,,,,,,,
0.0475,0.00082803,4.087225,816.8875,685.77,,,,,,,
0.04751,0.00082837,4.08555,816.8775,685.11,,,,,,,
0.04752,0.0008287,4.08385,816.865,684.45,,,,,,,
0.04753,0.00082903,4.0821,816.845,683.79,,,,,,,
0.04754,0.00082937,4.080325,816.8225,683.13,,,,,,,
0.04755,0.0008297,4.07855,816.7875,682.47,,,,,,,
0.04756,0.00083003,4.076675,816.745,681.81,,,,,,,
0.04757,0.00083036,4.0748,816.6925,681.15,,,,,,,
0.04758,0.0008307,4.0729,816.635,680.49,,,,,,,
0.04759,0.00083103,4.070925,816.5675,679.83,,,,,,,
0.0476,0.00083136,4.068925,816.495,679.185,,,,,,,
0.04761,0.00083169,4.06695,816.415,678.525,,,,,,,
0.04762,0.00083202,4.064875,816.3275,677.88,,,,,,,
0.04763,0.00083235,4.06285,816.2425,677.22,,,,,,,
0.04764,0.00083268,4.0608,816.1475,676.575,,,,,,,
0.04765,0.00083301,4.058725,816.055,675.93,,,,,,,
0.04766,0.00083334,4.056625,815.9625,675.27,,,,,,,
0.04767,0.00083367,4.054575,815.865,674.625,,,,,,,
0.04768,0.000834,4.05255,815.7725,673.98,,,,,,,
0.04769,0.00083433,4.0505,815.6825,673.335,,,,,,,
0.0477,0.00083466,4.04845,815.5925,672.69,,,,,,,
0.04771,0.00083498,4.0465,815.51,672.045,,,,,,,
0.04772,0.00083531,4.044525,815.4325,671.4,,,,,,,
0.04773,0.00083564,4.0426,815.3575,670.77,,,,,,,
0.04774,0.00083597,4.040725,815.2925,670.125,,,,,,,
0.04775,0.00083629,4.038825,815.2325,669.48,,,,,,,
0.04776,0.00083662,4.037,815.1775,668.85,,,,,,,
0.04777,0.00083694,4.0352,815.13,668.205,,,,,,,
0.04778,0.00083727,4.033425,815.0925,667.575,,,,,,,
0.04779,0.0008376,4.0317,815.0575,666.93,,,,,,,
0.0478,0.00083792,4.030025,815.03,666.3,,,,,,,
0.04781,0.00083825,4.028375,815.0075,665.67,,,,,,,
0.04782,0.00083857,4.026725,814.9925,665.04,,,,,,,
0.04783,0.00083889,4.025125,814.975,664.395,,,,,,,
0.04784,0.00083922,4.02355,814.97,663.765,,,,,,,
0.04785,0.00083954,4.021975,814.9625,663.135,,,,,,,
0.04786,0.00083987,4.0204,814.9575,662.505,,,,,,,
0.04787,0.00084019,4.018825,814.96,661.89,,,,,,,
0.04788,0.00084051,4.017325,814.9625,661.26,,,,,,,
0.04789,0.00084083,4.01575,814.9625,660.63,,,,,,,
0.0479,0.00084116,4.01425,814.9625,660,,,,,,,
0.04791,0.00084148,4.012775,814.97,659.385,,,,,,,
0.04792,0.0008418,4.011225,814.97,658.755,,,,,,,
0.04793,0.00084212,4.0097,814.975,658.14,,,,,,,
0.04794,0.00084244,4.0082,814.9775,657.51,,,,,,,
0.04795,0.00084276,4.0067,814.9825,656.895,,,,,,,
0.04796,0.00084308,4.0052,814.98,656.28,,,,,,,
0.04797,0.0008434,4.0037,814.9875,655.65,,,,,,,
0.04798,0.00084372,4.002175,814.99,655.035,,,,,,,
0.04799,0.00084404,4.000675,814.995,654.42,,,,,,,
0.048,0.00084436,3.9992,814.995,653.805,,,,,,,
0.04801,0.00084468,3.9977,815.005,653.19,,,,,,,
0.04802,0.000845,3.99625,815.0075,652.575,,,,,,,
0.04803,0.00084531,3.99475,815.02,651.96,,,,,,,
0.04804,0.00084563,3.993325,815.025,651.36,,,,,,,
0.04805,0.00084595,3.991875,815.0375,650.745,,,,,,,
0.04806,0.00084627,3.990425,815.0475,650.13,,,,,,,
0.04807,0.00084658,3.988975,815.055,649.53,,,,,,,
0.04808,0.0008469,3.987525,815.0675,648.915,,,,,,,
0.04809,0.00084721,3.986125,815.0775,648.315,,,,,,,
0.0481,0.00084753,3.98465,815.085,647.7,,,,,,,
0.04811,0.00084785,3.9832,815.0925,647.1,,,,,,,
0.04812,0.00084816,3.98175,815.0925,646.5,,,,,,,
0.04813,0.00084848,3.980275,815.09,645.885,,,,,,,
0.04814,0.00084879,3.97875,815.0825,645.285,,,,,,,
0.04815,0.0008491,3.977225,815.0675,644.685,,,,,,,
0.04816,0.00084942,3.975625,815.0375,644.085,,,,,,,
0.04817,0.00084973,3.973975,815.005,643.485,,,,,,,
0.04818,0.00085004,3.9723,814.9575,642.885,,,,,,,
0.04819,0.00085036,3.97055,814.9,642.3,,,,,,,
0.0482,0.00085067,3.96875,814.8275,641.7,,,,,,,
0.04821,0.00085098,3.966875,814.74,641.1,,,,,,,
0.04822,0.00085129,3.96495,814.635,640.5,,,,,,,
0.04823,0.0008516,3.962875,814.515,639.915,,,,,,,
0.04824,0.00085192,3.96085,814.3775,639.315,,,,,,,
0.04825,0.00085223,3.95865,814.225,638.73,,,,,,,
0.04826,0.00085254,3.9564,814.06,638.13,,,,,,,
0.04827,0.00085285,3.95405,813.875,637.545,,,,,,,
0.04828,0.00085316,3.95165,813.675,636.96,,,,,,,
0.04829,0.00085347,3.9492,813.4625,636.375,,,,,,,
0.0483,0.00085378,3.9467,813.2375,635.79,,,,,,,
0.04831,0.00085408,3.944125,813.0025,635.19,,,,,,,
0.04832,0.00085439,3.94155,812.7575,634.605,,,,,,,
0.04833,0.0008547,3.9389,812.5075,634.02,,,,,,,
0.04834,0.00085501,3.936275,812.255,633.435,,,,,,,
0.04835,0.00085532,3.933625,812,632.865,,,,,,,
0.04836,0.00085562,3.930975,811.745,632.28,,,,,,,
0.04837,0.00085593,3.92835,811.4975,631.695,,,,,,,
0.04838,0.00085624,3.925775,811.2475,631.11,,,,,,,
0.04839,0.00085654,3.923225,811.015,630.54,,,,,,,
0.0484,0.00085685,3.92075,810.7875,629.955,,,,,,,
0.04841,0.00085715,3.918325,810.575,629.385,,,,,,,
0.04842,0.00085746,3.915975,810.3775,628.8,,,,,,,
0.04843,0.00085776,3.9137,810.195,628.23,,,,,,,
0.04844,0.00085807,3.91155,810.0325,627.66,,,,,,,
0.04845,0.00085837,3.90945,809.8875,627.075,,,,,,,
0.04846,0.00085867,3.90745,809.7625,626.505,,,,,,,
0.04847,0.00085898,3.905575,809.655,625.935,,,,,,,
0.04848,0.00085928,3.903775,809.5675,625.365,,,,,,,
0.04849,0.00085958,3.902075,809.5025,624.795,,,,,,,
0.0485,0.00085989,3.900475,809.4525,624.225,,,,,,,
0.04851,0.00086019,3.89895,809.42,623.655,,,,,,,
0.04852,0.00086049,3.8975,809.405,623.085,,,,,,,
0.04853,0.00086079,3.89615,809.4075,622.53,,,,,,,
0.04854,0.00086109,3.89485,809.4175,621.96,,,,,,,
0.04855,0.00086139,3.893625,809.4425,621.39,,,,,,,
0.04856,0.00086169,3.892375,809.4725,620.835,,,,,,,
0.04857,0.00086199,3.891225,809.51,620.265,,,,,,,
0.04858,0.00086229,3.89005,809.5475,619.71,,,,,,,
0.04859,0.00086259,3.888925,809.59,619.14,,,,,,,
0.0486,0.00086289,3.887775,809.635,618.585,,,,,,,
0.04861,0.00086319,3.88665,809.6725,618.03,,,,,,,
0.04862,0.00086349,3.885425,809.7075,617.46,,,,,,,
0.04863,0.00086379,3.88425,809.7325,616.905,,,,,,,
0.04864,0.00086408,3.883025,809.7575,616.35,,,,,,,
0.04865,0.00086438,3.8817,809.7675,615.795,,,,,,,
0.04866,0.00086468,3.8804,809.7675,615.24,,,,,,,
0.04867,0.00086497,3.879025,809.76,614.685,,,,,,,
0.04868,0.00086527,3.8776,809.735,614.13,,,,,,,
0.04869,0.00086557,3.876125,809.705,613.575,,,,,,,
0.0487,0.00086586,3.874575,809.66,613.035,,,,,,,
0.04871,0.00086616,3.873,809.605,612.48,,,,,,,
0.04872,0.00086645,3.871375,809.535,611.925,,,,,,,
0.04873,0.00086675,3.8697,809.4575,611.385,,,,,,,
0.04874,0.00086704,3.868,809.3725,610.83,,,,,,,
0.04875,0.00086733,3.866225,809.2775,610.29,,,,,,,
0.04876,0.00086763,3.86445,809.1775,609.735,,,,,,,
0.04877,0.00086792,3.86265,809.0725,609.195,,,,,,,
0.04878,0.00086821,3.860825,808.9625,608.655,,,,,,,
0.04879,0.0008685,3.859,808.8475,608.115,,,,,,,
0.0488,0.0008688,3.85715,808.7375,607.575,,,,,,,
0.04881,0.00086909,3.855325,808.625,607.02,,,,,,,
0.04882,0.00086938,3.85355,808.5125,606.48,,,,,,,
0.04883,0.00086967,3.85175,808.405,605.94,,,,,,,
0.04884,0.00086996,3.84995,808.3,605.4,,,,,,,
0.04885,0.00087025,3.8482,808.205,604.875,,,,,,,
0.04886,0.00087054,3.8465,808.11,604.335,,,,,,,
0.04887,0.00087083,3.8448,808.0225,603.795,,,,,,,
0.04888,0.00087112,3.843175,807.9425,603.255,,,,,,,
0.04889,0.00087141,3.841575,807.8725,602.73,,,,,,,
0.0489,0.0008717,3.839975,807.81,602.19,,,,,,,
0.04891,0.00087199,3.83845,807.7475,601.665,,,,,,,
0.04892,0.00087227,3.83695,807.7,601.125,,,,,,,
0.04893,0.00087256,3.83545,807.65,600.6,,,,,,,
0.04894,0.00087285,3.834025,807.6125,600.075,,,,,,,
0.04895,0.00087314,3.8326,807.5725,599.535,,,,,,,
0.04896,0.00087342,3.831175,807.545,599.01,,,,,,,
0.04897,0.00087371,3.8298,807.5125,598.485,,,,,,,
0.04898,0.00087399,3.828425,807.485,597.96,,,,,,,
0.04899,0.00087428,3.827025,807.46,597.435,,,,,,,
0.049,0.00087457,3.82565,807.4325,596.91,,,,,,,
0.04901,0.00087485,3.824275,807.4025,596.385,,,,,,,
0.04902,0.00087513,3.822875,807.3725,595.86,,,,,,,
0.04903,0.00087542,3.821475,807.335,595.335,,,,,,,
0.04904,0.0008757,3.82005,807.3,594.81,,,,,,,
0.04905,0.00087599,3.8186,807.255,594.3,,,,,,,
0.04906,0.00087627,3.81715,807.21,593.775,,,,,,,
0.04907,0.00087655,3.81565,807.1575,593.25,,,,,,,
0.04908,0.00087683,3.814175,807.1025,592.74,,,,,,,
0.04909,0.00087712,3.812675,807.0425,592.215,,,,,,,
0.0491,0.0008774,3.811125,806.975,591.705,,,,,,,
0.04911,0.00087768,3.809575,806.905,591.195,,,,,,,
0.04912,0.00087796,3.808,806.835,590.67,,,,,,,
0.04913,0.00087824,3.806475,806.7575,590.16,,,,,,,
0.04914,0.00087852,3.804875,806.68,589.65,,,,,,,
