t [s],Vol [m3],P [bar],T [K],Q loss [W],,,,,,
0.01422,0.00074104,3.0493,493.074,1631.44905,,,,,,
0.01423,0.00074055,3.05158,493.122,1633.48185,,,,,,
0.01424,0.00074007,3.05392,493.172,1635.51465,,,,,,
0.01425,0.00073959,3.05622,493.23,1637.54745,,,,,,
0.01426,0.0007391,3.0586,493.29,1639.7073,,,,,,
0.01427,0.00073862,3.06102,493.358,1641.7401,,,,,,
0.01428,0.00073814,3.06348,493.432,1643.7729,,,,,,
0.01429,0.00073765,3.066,493.514,1645.8057,,,,,,
0.0143,0.00073717,3.06858,493.608,1647.96555,,,,,,
0.01431,0.00073668,3.0712,493.708,1649.99835,,,,,,
0.01432,0.0007362,3.07392,493.818,1652.03115,,,,,,
0.01433,0.00073572,3.07668,493.934,1654.191,,,,,,
0.01434,0.00073523,3.0795,494.066,1656.2238,,,,,,
0.01435,0.00073475,3.08238,494.202,1658.2566,,,,,,
0.01436,0.00073426,3.0853,494.348,1660.41645,,,,,,
0.01437,0.00073378,3.0883,494.502,1662.44925,,,,,,
0.01438,0.0007333,3.09132,494.662,1664.6091,,,,,,
0.01439,0.00073281,3.09442,494.826,1666.6419,,,,,,
0.0144,0.00073233,3.09752,494.994,1668.6747,,,,,,
0.01441,0.00073184,3.10064,495.17,1670.83455,,,,,,
0.01442,0.00073136,3.10376,495.342,1672.86735,,,,,,
0.01443,0.00073087,3.1069,495.512,1675.0272,,,,,,
0.01444,0.00073039,3.11004,495.686,1677.18705,,,,,,
0.01445,0.0007299,3.11316,495.85,1679.21985,,,,,,
0.01446,0.00072942,3.11624,496.016,1681.3797,,,,,,
0.01447,0.00072893,3.1193,496.172,1683.4125,,,,,,
0.01448,0.00072845,3.12232,496.324,1685.57235,,,,,,
0.01449,0.00072796,3.1253,496.466,1687.7322,,,,,,
0.0145,0.00072748,3.12824,496.602,1689.765,,,,,,
0.01451,0.00072699,3.13112,496.726,1691.92485,,,,,,
0.01452,0.0007265,3.13394,496.84,1694.0847,,,,,,
0.01453,0.00072602,3.1367,496.948,1696.1175,,,,,,
0.01454,0.00072553,3.1394,497.042,1698.27735,,,,,,
0.01455,0.00072505,3.14206,497.128,1700.4372,,,,,,
0.01456,0.00072456,3.14464,497.208,1702.59705,,,,,,
0.01457,0.00072407,3.14718,497.276,1704.62985,,,,,,
0.01458,0.00072359,3.1497,497.344,1706.7897,,,,,,
0.01459,0.0007231,3.15222,497.402,1708.94955,,,,,,
0.0146,0.00072262,3.15468,497.458,1711.1094,,,,,,
0.01461,0.00072213,3.15714,497.51,1713.26925,,,,,,
0.01462,0.00072164,3.15956,497.564,1715.4291,,,,,,
0.01463,0.00072116,3.16202,497.614,1717.58895,,,,,,
0.01464,0.00072067,3.1645,497.668,1719.7488,,,,,,
0.01465,0.00072018,3.167,497.726,1721.90865,,,,,,
0.01466,0.0007197,3.16954,497.79,1724.0685,,,,,,
0.01467,0.00071921,3.1721,497.858,1726.22835,,,,,,
0.01468,0.00071872,3.17474,497.936,1728.3882,,,,,,
0.01469,0.00071824,3.1774,498.018,1730.54805,,,,,,
0.0147,0.00071775,3.18016,498.114,1732.7079,,,,,,
0.01471,0.00071726,3.18296,498.212,1734.86775,,,,,,
0.01472,0.00071678,3.18584,498.324,1737.0276,,,,,,
0.01473,0.00071629,3.18874,498.446,1739.18745,,,,,,
0.01474,0.0007158,3.19174,498.576,1741.3473,,,,,,
0.01475,0.00071531,3.1948,498.712,1743.50715,,,,,,
0.01476,0.00071483,3.1979,498.86,1745.79405,,,,,,
0.01477,0.00071434,3.20106,499.012,1747.9539,,,,,,
0.01478,0.00071385,3.20426,499.166,1750.11375,,,,,,
0.01479,0.00071336,3.20746,499.33,1752.2736,,,,,,
0.0148,0.00071288,3.21072,499.494,1754.5605,,,,,,
0.01481,0.00071239,3.21398,499.66,1756.72035,,,,,,
0.01482,0.0007119,3.21726,499.826,1758.8802,,,,,,
0.01483,0.00071141,3.22052,499.992,1761.1671,,,,,,
0.01484,0.00071093,3.22374,500.15,1763.32695,,,,,,
0.01485,0.00071044,3.22696,500.306,1765.4868,,,,,,
0.01486,0.00070995,3.23014,500.458,1767.7737,,,,,,
0.01487,0.00070946,3.2333,500.602,1769.93355,,,,,,
0.01488,0.00070897,3.2364,500.736,1772.22045,,,,,,
0.01489,0.00070849,3.23944,500.866,1774.3803,,,,,,
0.0149,0.000708,3.24244,500.984,1776.6672,,,,,,
0.01491,0.00070751,3.24538,501.092,1778.82705,,,,,,
0.01492,0.00070702,3.24828,501.192,1781.11395,,,,,,
0.01493,0.00070653,3.2511,501.28,1783.2738,,,,,,
0.01494,0.00070604,3.25388,501.362,1785.5607,,,,,,
0.01495,0.00070556,3.25658,501.436,1787.72055,,,,,,
0.01496,0.00070507,3.25926,501.5,1790.00745,,,,,,
0.01497,0.00070458,3.2619,501.558,1792.29435,,,,,,
0.01498,0.00070409,3.2645,501.612,1794.4542,,,,,,
0.01499,0.0007036,3.26706,501.66,1796.7411,,,,,,
0.015,0.00070311,3.26962,501.704,1799.028,,,,,,
0.01501,0.00070262,3.27216,501.75,1801.18785,,,,,,
0.01502,0.00070213,3.27474,501.79,1803.47475,,,,,,
0.01503,0.00070164,3.27726,501.834,1805.76165,,,,,,
0.01504,0.00070116,3.27986,501.882,1808.04855,,,,,,
0.01505,0.00070067,3.28248,501.934,1810.33545,,,,,,
0.01506,0.00070018,3.28512,501.988,1812.4953,,,,,,
0.01507,0.00069969,3.2878,502.048,1814.7822,,,,,,
0.01508,0.0006992,3.29056,502.116,1817.0691,,,,,,
0.01509,0.00069871,3.29334,502.188,1819.356,,,,,,
0.0151,0.00069822,3.29618,502.272,1821.6429,,,,,,
0.01511,0.00069773,3.29908,502.362,1823.9298,,,,,,
0.01512,0.00069724,3.30202,502.46,1826.2167,,,,,,
0.01513,0.00069675,3.30502,502.568,1828.5036,,,,,,
0.01514,0.00069626,3.3081,502.68,1830.7905,,,,,,
0.01515,0.00069577,3.31122,502.802,1833.0774,,,,,,
0.01516,0.00069528,3.31442,502.932,1835.3643,,,,,,
0.01517,0.00069479,3.31762,503.064,1837.6512,,,,,,
0.01518,0.0006943,3.32086,503.202,1839.9381,,,,,,
0.01519,0.00069381,3.32414,503.348,1842.225,,,,,,
0.0152,0.00069332,3.32744,503.494,1844.63895,,,,,,
0.01521,0.00069283,3.3308,503.644,1846.92585,,,,,,
0.01522,0.00069234,3.33412,503.79,1849.21275,,,,,,
0.01523,0.00069185,3.33748,503.94,1851.49965,,,,,,
0.01524,0.00069136,3.34084,504.088,1853.78655,,,,,,
0.01525,0.00069087,3.34416,504.24,1856.2005,,,,,,
0.01526,0.00069038,3.34752,504.384,1858.4874,,,,,,
0.01527,0.00068989,3.35084,504.528,1860.7743,,,,,,
0.01528,0.0006894,3.35416,504.666,1863.18825,,,,,,
0.01529,0.00068891,3.35742,504.8,1865.47515,,,,,,
0.0153,0.00068841,3.36064,504.932,1867.76205,,,,,,
0.01531,0.00068792,3.36388,505.056,1870.176,,,,,,
0.01532,0.00068743,3.36708,505.174,1872.4629,,,,,,
0.01533,0.00068694,3.37028,505.29,1874.87685,,,,,,
0.01534,0.00068645,3.3734,505.402,1877.16375,,,,,,
0.01535,0.00068596,3.37654,505.508,1879.5777,,,,,,
0.01536,0.00068547,3.37964,505.61,1881.8646,,,,,,
0.01537,0.00068498,3.3827,505.708,1884.27855,,,,,,
0.01538,0.00068449,3.38578,505.804,1886.56545,,,,,,
0.01539,0.00068399,3.3888,505.896,1888.9794,,,,,,
0.0154,0.0006835,3.39186,505.988,1891.39335,,,,,,
0.01541,0.00068301,3.3949,506.076,1893.68025,,,,,,
0.01542,0.00068252,3.39794,506.168,1896.0942,,,,,,
0.01543,0.00068203,3.40094,506.252,1898.50815,,,,,,
0.01544,0.00068154,3.40396,506.34,1900.79505,,,,,,
0.01545,0.00068104,3.407,506.428,1903.209,,,,,,
0.01546,0.00068055,3.41004,506.512,1905.62295,,,,,,
0.01547,0.00068006,3.41312,506.604,1908.0369,,,,,,
0.01548,0.00067957,3.41618,506.692,1910.3238,,,,,,
0.01549,0.00067908,3.41924,506.78,1912.73775,,,,,,
0.0155,0.00067858,3.42236,506.876,1915.1517,,,,,,
0.01551,0.00067809,3.42546,506.97,1917.56565,,,,,,
0.01552,0.0006776,3.42858,507.066,1919.9796,,,,,,
0.01553,0.00067711,3.43174,507.166,1922.39355,,,,,,
0.01554,0.00067661,3.43492,507.264,1924.8075,,,,,,
0.01555,0.00067612,3.4381,507.368,1927.22145,,,,,,
0.01556,0.00067563,3.44132,507.472,1929.6354,,,,,,
0.01557,0.00067514,3.44452,507.576,1932.04935,,,,,,
0.01558,0.00067464,3.44774,507.686,1934.4633,,,,,,
0.01559,0.00067415,3.45104,507.798,1936.87725,,,,,,
0.0156,0.00067366,3.4543,507.908,1939.2912,,,,,,
0.01561,0.00067317,3.45762,508.022,1941.70515,,,,,,
0.01562,0.00067267,3.46092,508.138,1944.1191,,,,,,
0.01563,0.00067218,3.46428,508.258,1946.53305,,,,,,
0.01564,0.00067169,3.46764,508.382,1949.07405,,,,,,
0.01565,0.00067119,3.47102,508.504,1951.488,,,,,,
0.01566,0.0006707,3.47444,508.634,1953.90195,,,,,,
0.01567,0.00067021,3.47788,508.764,1956.3159,,,,,,
0.01568,0.00066971,3.48134,508.896,1958.8569,,,,,,
0.01569,0.00066922,3.48488,509.036,1961.27085,,,,,,
0.0157,0.00066873,3.48834,509.172,1963.6848,,,,,,
0.01571,0.00066823,3.49192,509.316,1966.2258,,,,,,
0.01572,0.00066774,3.4955,509.46,1968.63975,,,,,,
0.01573,0.00066725,3.49912,509.61,1971.18075,,,,,,
0.01574,0.00066675,3.50272,509.76,1973.5947,,,,,,
0.01575,0.00066626,3.5064,509.918,1976.1357,,,,,,
0.01576,0.00066577,3.51006,510.076,1978.54965,,,,,,
0.01577,0.00066527,3.51376,510.234,1981.09065,,,,,,
0.01578,0.00066478,3.51746,510.394,1983.5046,,,,,,
0.01579,0.00066428,3.5212,510.556,1986.0456,,,,,,
0.0158,0.00066379,3.52492,510.718,1988.45955,,,,,,
0.01581,0.0006633,3.52866,510.88,1991.00055,,,,,,
0.01582,0.0006628,3.5324,511.04,1993.54155,,,,,,
0.01583,0.00066231,3.53616,511.204,1995.9555,,,,,,
0.01584,0.00066181,3.5399,511.362,1998.4965,,,,,,
0.01585,0.00066132,3.54364,511.52,2001.0375,,,,,,
0.01586,0.00066082,3.54732,511.672,2003.45145,,,,,,
0.01587,0.00066033,3.55102,511.826,2005.99245,,,,,,
0.01588,0.00065983,3.55468,511.974,2008.53345,,,,,,
0.01589,0.00065934,3.55838,512.12,2011.07445,,,,,,
0.0159,0.00065885,3.56202,512.258,2013.61545,,,,,,
0.01591,0.00065835,3.56562,512.394,2016.15645,,,,,,
0.01592,0.00065786,3.56924,512.522,2018.69745,,,,,,
0.01593,0.00065736,3.57278,512.65,2021.1114,,,,,,
0.01594,0.00065687,3.57632,512.774,2023.6524,,,,,,
0.01595,0.00065637,3.57986,512.892,2026.1934,,,,,,
0.01596,0.00065588,3.58334,513.006,2028.7344,,,,,,
0.01597,0.00065538,3.58678,513.118,2031.2754,,,,,,
0.01598,0.00065489,3.59026,513.222,2033.94345,,,,,,
0.01599,0.00065439,3.59372,513.33,2036.48445,,,,,,
0.016,0.0006539,3.59716,513.434,2039.02545,,,,,,
0.01601,0.0006534,3.6006,513.538,2041.56645,,,,,,
0.01602,0.0006529,3.60402,513.638,2044.10745,,,,,,
0.01603,0.00065241,3.60748,513.74,2046.64845,,,,,,
0.01604,0.00065191,3.61094,513.846,2049.3165,,,,,,
0.01605,0.00065142,3.6144,513.948,2051.8575,,,,,,
0.01606,0.00065092,3.61788,514.056,2054.3985,,,,,,
0.01607,0.00065043,3.62138,514.162,2056.9395,,,,,,
0.01608,0.00064993,3.62496,514.274,2059.60755,,,,,,
0.01609,0.00064944,3.62852,514.39,2062.14855,,,,,,
0.0161,0.00064894,3.6321,514.512,2064.8166,,,,,,
0.01611,0.00064844,3.63576,514.632,2067.3576,,,,,,
0.01612,0.00064795,3.63946,514.762,2069.8986,,,,,,
0.01613,0.00064745,3.64316,514.894,2072.56665,,,,,,
0.01614,0.00064696,3.64692,515.032,2075.10765,,,,,,
0.01615,0.00064646,3.65072,515.172,2077.7757,,,,,,
0.01616,0.00064596,3.65454,515.318,2080.44375,,,,,,
0.01617,0.00064547,3.6584,515.466,2082.98475,,,,,,
0.01618,0.00064497,3.66232,515.62,2085.6528,,,,,,
0.01619,0.00064447,3.66622,515.776,2088.1938,,,,,,
0.0162,0.00064398,3.67018,515.934,2090.86185,,,,,,
0.01621,0.00064348,3.67414,516.096,2093.5299,,,,,,
0.01622,0.00064298,3.67814,516.256,2096.0709,,,,,,
0.01623,0.00064249,3.68214,516.418,2098.73895,,,,,,
0.01624,0.00064199,3.68612,516.582,2101.407,,,,,,
0.01625,0.00064149,3.69014,516.744,2104.07505,,,,,,
0.01626,0.000641,3.69414,516.908,2106.7431,,,,,,
0.01627,0.0006405,3.69816,517.07,2109.41115,,,,,,
0.01628,0.00064,3.70216,517.224,2111.95215,,,,,,
0.01629,0.00063951,3.70616,517.38,2114.6202,,,,,,
0.0163,0.00063901,3.71012,517.534,2117.28825,,,,,,
0.01631,0.00063851,3.71406,517.686,2119.9563,,,,,,
0.01632,0.00063802,3.718,517.832,2122.62435,,,,,,
0.01633,0.00063752,3.7219,517.972,2125.2924,,,,,,
0.01634,0.00063702,3.7258,518.11,2127.96045,,,,,,
0.01635,0.00063652,3.72968,518.244,2130.6285,,,,,,
0.01636,0.00063603,3.73352,518.374,2133.4236,,,,,,
0.01637,0.00063553,3.73732,518.5,2136.09165,,,,,,
0.01638,0.00063503,3.74116,518.622,2138.7597,,,,,,
0.01639,0.00063453,3.7449,518.738,2141.42775,,,,,,
0.0164,0.00063404,3.74868,518.856,2144.0958,,,,,,
0.01641,0.00063354,3.75242,518.966,2146.8909,,,,,,
0.01642,0.00063304,3.75616,519.076,2149.55895,,,,,,
0.01643,0.00063254,3.75986,519.182,2152.227,,,,,,
0.01644,0.00063205,3.76356,519.286,2155.0221,,,,,,
0.01645,0.00063155,3.76726,519.388,2157.69015,,,,,,
0.01646,0.00063105,3.77096,519.488,2160.3582,,,,,,
0.01647,0.00063055,3.77464,519.59,2163.1533,,,,,,
0.01648,0.00063006,3.77834,519.69,2165.82135,,,,,,
0.01649,0.00062956,3.78206,519.786,2168.61645,,,,,,
0.0165,0.00062906,3.78574,519.888,2171.2845,,,,,,
0.01651,0.00062856,3.78948,519.984,2174.0796,,,,,,
0.01652,0.00062806,3.79318,520.084,2176.8747,,,,,,
0.01653,0.00062757,3.79692,520.186,2179.54275,,,,,,
0.01654,0.00062707,3.80066,520.288,2182.33785,,,,,,
0.01655,0.00062657,3.8044,520.39,2185.13295,,,,,,
0.01656,0.00062607,3.8082,520.492,2187.801,,,,,,
0.01657,0.00062557,3.81198,520.6,2190.5961,,,,,,
0.01658,0.00062507,3.81582,520.704,2193.3912,,,,,,
0.01659,0.00062458,3.81964,520.816,2196.1863,,,,,,
0.0166,0.00062408,3.82348,520.926,2198.85435,,,,,,
0.01661,0.00062358,3.82738,521.036,2201.64945,,,,,,
0.01662,0.00062308,3.83126,521.15,2204.44455,,,,,,
0.01663,0.00062258,3.83514,521.264,2207.23965,,,,,,
0.01664,0.00062208,3.83908,521.384,2210.03475,,,,,,
0.01665,0.00062158,3.84302,521.502,2212.82985,,,,,,
0.01666,0.00062109,3.84702,521.62,2215.62495,,,,,,
0.01667,0.00062059,3.85098,521.746,2218.42005,,,,,,
0.01668,0.00062009,3.85498,521.868,2221.21515,,,,,,
0.01669,0.00061959,3.85902,521.994,2224.01025,,,,,,
0.0167,0.00061909,3.86306,522.122,2226.80535,,,,,,
0.01671,0.00061859,3.86712,522.25,2229.7275,,,,,,
0.01672,0.00061809,3.87118,522.382,2232.5226,,,,,,
0.01673,0.00061759,3.87528,522.512,2235.3177,,,,,,
0.01674,0.0006171,3.8794,522.646,2238.1128,,,,,,
0.01675,0.0006166,3.88354,522.78,2241.03495,,,,,,
0.01676,0.0006161,3.88768,522.918,2243.83005,,,,,,
0.01677,0.0006156,3.89186,523.056,2246.62515,,,,,,
0.01678,0.0006151,3.89606,523.194,2249.5473,,,,,,
0.01679,0.0006146,3.90024,523.336,2252.3424,,,,,,
0.0168,0.0006141,3.90448,523.482,2255.1375,,,,,,
0.01681,0.0006136,3.90872,523.624,2258.05965,,,,,,
0.01682,0.0006131,3.913,523.77,2260.85475,,,,,,
0.01683,0.0006126,3.91724,523.916,2263.7769,,,,,,
0.01684,0.00061211,3.92158,524.066,2266.69905,,,,,,
0.01685,0.00061161,3.92588,524.212,2269.49415,,,,,,
0.01686,0.00061111,3.93018,524.362,2272.4163,,,,,,
0.01687,0.00061061,3.93452,524.512,2275.2114,,,,,,
0.01688,0.00061011,3.93886,524.662,2278.13355,,,,,,
0.01689,0.00060961,3.94318,524.808,2281.0557,,,,,,
0.0169,0.00060911,3.94754,524.96,2283.97785,,,,,,
0.01691,0.00060861,3.95188,525.108,2286.77295,,,,,,
0.01692,0.00060811,3.95624,525.258,2289.6951,,,,,,
0.01693,0.00060761,3.9606,525.408,2292.61725,,,,,,
0.01694,0.00060711,3.96494,525.552,2295.5394,,,,,,
0.01695,0.00060661,3.96932,525.698,2298.46155,,,,,,
0.01696,0.00060611,3.97364,525.84,2301.3837,,,,,,
0.01697,0.00060561,3.97798,525.984,2304.30585,,,,,,
0.01698,0.00060512,3.98234,526.124,2307.228,,,,,,
0.01699,0.00060462,3.98668,526.264,2310.15015,,,,,,
0.017,0.00060412,3.991,526.402,2313.0723,,,,,,
0.01701,0.00060362,3.99534,526.542,2315.99445,,,,,,
0.01702,0.00060312,3.99968,526.676,2318.9166,,,,,,
0.01703,0.00060262,4.00398,526.808,2321.9658,,,,,,
0.01704,0.00060212,4.00836,526.944,2324.88795,,,,,,
0.01705,0.00060162,4.01268,527.078,2327.8101,,,,,,
0.01706,0.00060112,4.01698,527.21,2330.73225,,,,,,
0.01707,0.00060062,4.02136,527.342,2333.78145,,,,,,
0.01708,0.00060012,4.02572,527.478,2336.7036,,,,,,
0.01709,0.00059962,4.03006,527.612,2339.62575,,,,,,
0.0171,0.00059912,4.0345,527.75,2342.67495,,,,,,
0.01711,0.00059862,4.03892,527.888,2345.5971,,,,,,
0.01712,0.00059812,4.04336,528.03,2348.6463,,,,,,
0.01713,0.00059762,4.04786,528.176,2351.56845,,,,,,
0.01714,0.00059712,4.05236,528.322,2354.61765,,,,,,
0.01715,0.00059662,4.05692,528.476,2357.5398,,,,,,
0.01716,0.00059612,4.06148,528.63,2360.589,,,,,,
0.01717,0.00059562,4.0661,528.788,2363.6382,,,,,,
0.01718,0.00059512,4.07078,528.954,2366.56035,,,,,,
0.01719,0.00059462,4.07552,529.124,2369.60955,,,,,,
0.0172,0.00059412,4.08026,529.296,2372.65875,,,,,,
0.01721,0.00059362,4.08506,529.472,2375.5809,,,,,,
0.01722,0.00059312,4.08988,529.652,2378.6301,,,,,,
0.01723,0.00059262,4.09474,529.838,2381.6793,,,,,,
0.01724,0.00059212,4.09966,530.024,2384.7285,,,,,,
0.01725,0.00059162,4.10456,530.212,2387.7777,,,,,,
0.01726,0.00059112,4.1095,530.406,2390.8269,,,,,,
0.01727,0.00059062,4.11448,530.598,2393.8761,,,,,,
0.01728,0.00059012,4.11944,530.79,2396.9253,,,,,,
0.01729,0.00058962,4.12442,530.98,2399.9745,,,,,,
0.0173,0.00058912,4.12938,531.172,2403.0237,,,,,,
0.01731,0.00058862,4.13432,531.362,2406.0729,,,,,,
0.01732,0.00058812,4.13928,531.542,2409.1221,,,,,,
0.01733,0.00058762,4.14422,531.724,2412.29835,,,,,,
0.01734,0.00058712,4.1491,531.9,2415.34755,,,,,,
0.01735,0.00058662,4.15396,532.07,2418.39675,,,,,,
0.01736,0.00058612,4.15878,532.234,2421.44595,,,,,,
0.01737,0.00058562,4.16356,532.392,2424.6222,,,,,,
0.01738,0.00058512,4.1683,532.546,2427.6714,,,,,,
0.01739,0.00058462,4.17302,532.692,2430.7206,,,,,,
0.0174,0.00058412,4.17766,532.834,2433.89685,,,,,,
0.01741,0.00058362,4.18232,532.964,2436.94605,,,,,,
0.01742,0.00058312,4.18688,533.096,2440.1223,,,,,,
0.01743,0.00058262,4.19142,533.218,2443.1715,,,,,,
0.01744,0.00058212,4.19594,533.334,2446.34775,,,,,,
0.01745,0.00058162,4.20046,533.448,2449.524,,,,,,
0.01746,0.00058112,4.20494,533.562,2452.5732,,,,,,
0.01747,0.00058062,4.20942,533.67,2455.74945,,,,,,
0.01748,0.00058012,4.21392,533.78,2458.9257,,,,,,
0.01749,0.00057962,4.21838,533.888,2462.10195,,,,,,
0.0175,0.00057912,4.22288,533.998,2465.15115,,,,,,
0.01751,0.00057862,4.22738,534.108,2468.3274,,,,,,
0.01752,0.00057811,4.23192,534.222,2471.50365,,,,,,
0.01753,0.00057761,4.23652,534.336,2474.6799,,,,,,
0.01754,0.00057711,4.24114,534.456,2477.85615,,,,,,
0.01755,0.00057661,4.2458,534.58,2481.0324,,,,,,
0.01756,0.00057611,4.25046,534.708,2484.20865,,,,,,
0.01757,0.00057561,4.25524,534.842,2487.3849,,,,,,
0.01758,0.00057511,4.26002,534.98,2490.56115,,,,,,
0.01759,0.00057461,4.26486,535.124,2493.7374,,,,,,
0.0176,0.00057411,4.26976,535.272,2496.91365,,,,,,
0.01761,0.00057361,4.2747,535.424,2500.21695,,,,,,
0.01762,0.00057311,4.27966,535.58,2503.3932,,,,,,
0.01763,0.00057261,4.28468,535.742,2506.56945,,,,,,
0.01764,0.0005721,4.2897,535.902,2509.7457,,,,,,
0.01765,0.0005716,4.2948,536.066,2513.049,,,,,,
0.01766,0.0005711,4.29986,536.234,2516.22525,,,,,,
0.01767,0.0005706,4.30498,536.4,2519.52855,,,,,,
0.01768,0.0005701,4.31008,536.564,2522.7048,,,,,,
0.01769,0.0005696,4.31516,536.732,2526.0081,,,,,,
0.0177,0.0005691,4.32026,536.894,2529.18435,,,,,,
0.01771,0.0005686,4.32536,537.054,2532.48765,,,,,,
0.01772,0.0005681,4.33046,537.21,2535.6639,,,,,,
0.01773,0.0005676,4.3355,537.366,2538.9672,,,,,,
0.01774,0.0005671,4.34056,537.514,2542.2705,,,,,,
0.01775,0.00056659,4.34554,537.664,2545.44675,,,,,,
0.01776,0.00056609,4.35054,537.806,2548.75005,,,,,,
0.01777,0.00056559,4.35554,537.948,2552.05335,,,,,,
0.01778,0.00056509,4.36048,538.086,2555.35665,,,,,,
0.01779,0.00056459,4.36544,538.22,2558.65995,,,,,,
0.0178,0.00056409,4.37038,538.352,2561.96325,,,,,,
0.01781,0.00056359,4.3753,538.482,2565.26655,,,,,,
0.01782,0.00056309,4.38024,538.612,2568.56985,,,,,,
0.01783,0.00056258,4.3852,538.74,2571.87315,,,,,,
0.01784,0.00056208,4.39014,538.868,2575.17645,,,,,,
0.01785,0.00056158,4.39506,538.998,2578.47975,,,,,,
0.01786,0.00056108,4.4001,539.126,2581.78305,,,,,,
0.01787,0.00056058,4.40512,539.262,2585.08635,,,,,,
0.01788,0.00056008,4.41014,539.396,2588.5167,,,,,,
0.01789,0.00055958,4.41522,539.536,2591.82,,,,,,
0.0179,0.00055908,4.42032,539.678,2595.1233,,,,,,
0.01791,0.00055858,4.42546,539.824,2598.4266,,,,,,
0.01792,0.00055807,4.43066,539.976,2601.85695,,,,,,
0.01793,0.00055757,4.43588,540.128,2605.16025,,,,,,
0.01794,0.00055707,4.44118,540.286,2608.5906,,,,,,
0.01795,0.00055657,4.44646,540.448,2611.8939,,,,,,
0.01796,0.00055607,4.45184,540.61,2615.32425,,,,,,
0.01797,0.00055557,4.45722,540.778,2618.7546,,,,,,
0.01798,0.00055507,4.46262,540.948,2622.0579,,,,,,
0.01799,0.00055457,4.46806,541.118,2625.48825,,,,,,
0.018,0.00055406,4.47352,541.288,2628.9186,,,,,,
0.01801,0.00055356,4.47898,541.46,2632.2219,,,,,,
0.01802,0.00055306,4.48444,541.634,2635.65225,,,,,,
0.01803,0.00055256,4.48994,541.804,2639.0826,,,,,,
0.01804,0.00055206,4.49536,541.97,2642.51295,,,,,,
0.01805,0.00055156,4.50084,542.138,2645.9433,,,,,,
0.01806,0.00055106,4.50628,542.302,2649.37365,,,,,,
0.01807,0.00055056,4.51172,542.464,2652.804,,,,,,
0.01808,0.00055005,4.51712,542.618,2656.23435,,,,,,
0.01809,0.00054955,4.52252,542.776,2659.6647,,,,,,
0.0181,0.00054905,4.52788,542.924,2663.09505,,,,,,
0.01811,0.00054855,4.5332,543.068,2666.5254,,,,,,
0.01812,0.00054805,4.53852,543.212,2670.0828,,,,,,
0.01813,0.00054755,4.54384,543.35,2673.51315,,,,,,
0.01814,0.00054705,4.54914,543.486,2676.9435,,,,,,
0.01815,0.00054655,4.5544,543.62,2680.37385,,,,,,
0.01816,0.00054604,4.55968,543.752,2683.93125,,,,,,
0.01817,0.00054554,4.56496,543.884,2687.3616,,,,,,
0.01818,0.00054504,4.57022,544.014,2690.919,,,,,,
0.01819,0.00054454,4.57552,544.142,2694.34935,,,,,,
0.0182,0.00054404,4.58082,544.274,2697.90675,,,,,,
0.01821,0.00054354,4.58616,544.404,2701.3371,,,,,,
0.01822,0.00054304,4.5915,544.54,2704.8945,,,,,,
0.01823,0.00054254,4.59688,544.678,2708.4519,,,,,,
0.01824,0.00054204,4.60232,544.82,2711.88225,,,,,,
0.01825,0.00054153,4.60778,544.962,2715.43965,,,,,,
0.01826,0.00054103,4.61332,545.112,2718.99705,,,,,,
0.01827,0.00054053,4.6189,545.264,2722.55445,,,,,,
0.01828,0.00054003,4.62452,545.426,2726.11185,,,,,,
0.01829,0.00053953,4.63018,545.59,2729.66925,,,,,,
0.0183,0.00053903,4.6359,545.756,2733.22665,,,,,,
0.01831,0.00053853,4.64168,545.93,2736.78405,,,,,,
0.01832,0.00053803,4.64748,546.106,2740.34145,,,,,,
0.01833,0.00053752,4.65334,546.286,2743.89885,,,,,,
0.01834,0.00053702,4.65922,546.466,2747.45625,,,,,,
0.01835,0.00053652,4.66512,546.654,2751.01365,,,,,,
0.01836,0.00053602,4.67104,546.838,2754.6981,,,,,,
0.01837,0.00053552,4.67702,547.024,2758.2555,,,,,,
0.01838,0.00053502,4.68298,547.21,2761.8129,,,,,,
0.01839,0.00053452,4.68896,547.394,2765.49735,,,,,,
0.0184,0.00053402,4.69488,547.578,2769.05475,,,,,,
0.01841,0.00053352,4.70084,547.756,2772.7392,,,,,,
0.01842,0.00053302,4.70678,547.934,2776.2966,,,,,,
0.01843,0.00053251,4.71266,548.106,2779.98105,,,,,,
0.01844,0.00053201,4.71856,548.274,2783.53845,,,,,,
0.01845,0.00053151,4.72436,548.434,2787.2229,,,,,,
0.01846,0.00053101,4.73018,548.592,2790.90735,,,,,,
0.01847,0.00053051,4.73592,548.744,2794.46475,,,,,,
0.01848,0.00053001,4.74162,548.886,2798.1492,,,,,,
0.01849,0.00052951,4.7473,549.026,2801.83365,,,,,,
0.0185,0.00052901,4.75296,549.16,2805.5181,,,,,,
0.01851,0.00052851,4.75856,549.29,2809.20255,,,,,,
0.01852,0.000528,4.76412,549.41,2812.887,,,,,,
0.01853,0.0005275,4.76968,549.536,2816.57145,,,,,,
0.01854,0.000527,4.77522,549.652,2820.2559,,,,,,
0.01855,0.0005265,4.78074,549.766,2823.94035,,,,,,
0.01856,0.000526,4.78626,549.88,2827.6248,,,,,,
0.01857,0.0005255,4.79182,549.994,2831.4363,,,,,,
0.01858,0.000525,4.79736,550.106,2835.12075,,,,,,
